Year,Team Number,City,State,Country,Team Name,latitude,longitude
2012,3969,Montreal,QuTbec,Canada,3969: Phoenix,45.5172005,-73.5498962
2012,3970,Fresno,California,USA,3970: Duncan Dynamics,36.7406807,-119.7857285
2012,3971,Weaverville,North Carolina,USA,3971: Kai Orbus,35.7008514,-82.5605469
2012,3974,Wyncote,Pennsylvania,USA,3974: E=mCD,40.0921898,-75.1499023
2012,3975,Montreal,QuTbec,Canada,3975: Les Dragons,45.5172005,-73.5498962
2012,3976,Hopkins,South Carolina,USA,3976: Electric Hornets,33.8815804,-80.8884277
2012,3981,montreal,QuTbec,Canada,3981: Les LOUPS,45.5172005,-73.5498962
2012,3984,Johnson City,Tennessee,USA,3984: The Toppers,36.3200798,-82.3452835
2012,3985,Montreal,QuTbec,Canada,3985: Sonic Howl,45.5172005,-73.5498962
2012,3986,Saint-Laurent,QuTbec,Canada,3986: Express-O,45.4981232,-73.7126846
2012,3988,Montreal,QuTbec,Canada,3988: Scarabot,45.5172005,-73.5498962
2012,3990,MontrTal,QuTbec,Canada,3990: Tech for Kids,45.5172005,-73.5498962
2012,3991,Baton Rouge,Louisiana,USA,3991: KnightVision,30.4433403,-91.1869888
2012,3993,Newhall,California,USA,3993: Humanoids,34.3729324,-118.5397949
2012,3996,Rimouski,QuTbec,Canada,3996: RIKITIK,48.4380989,-68.5238037
2012,3997,San Antonio,Texas,USA,3997: Screaming Chickens,29.4245796,-98.4946136
2012,3999,Killeen,Texas,USA,3999: Shadetree Robotics,31.1168308,-97.7271118
2012,4001,Thornhill,Ontario,Canada,4001: RAMS ROBOTICS,43.8213348,-79.4336624
2012,4003,Allendale,Michigan,USA,4003: TriSonics,42.9722214,-85.9431381
2012,4004,Muskegon,Michigan,USA,4004: M.A.R.S. Rovers,43.2342415,-86.2459335
2012,4005,Fort Gibson,Oklahoma,USA,4005: Hostile Gato Robotics,35.7980118,-95.2492371
2012,4006,Central Islip,New York,USA,4006: CIBorgs,40.8020706,-73.2119064
2012,4007,Shawinigan,QuTbec,Canada,4007: Les Cactus,46.5596008,-72.7442017
2012,4009,Duluth,Minnesota,USA,4009: Denfeld DNA Robotics,46.7879601,-92.0998535
2012,4010,Tlalpan,Distrito Federal,Mexico,4010: Nautilus,19.2897892,-99.1736984
2012,4011,La Crosse,Wisconsin,USA,4011: p?b?tic   (pi robotics),43.8126183,-91.2519226
2012,4012,Staten Island,New York,USA,4012: Bad News Bots,40.6424408,-74.0752792
2012,4013,Orlando,Florida,USA,4013: Clockwork Mania,28.5382309,-81.377388
2012,4014,San Marcos,California,USA,4014: Top Hat Technicians,33.1408615,-117.1588211
2012,4015,Mississauga,Ontario,Canada,4015: Jag,43.6837006,-79.6052017
2012,4018,Phoenix,Arizona,USA,4018: Knight Bots,33.4482498,-112.075798
2012,4019,Studio City,California,USA,4019: Mechanical Paradise,34.1399727,-118.3891754
2012,4020,Kingsport,Tennessee,USA,4020: Cyber Tribe,36.5477982,-82.5604172
2012,4021,Onalaska,Wisconsin,USA,4021: igKnightion,43.8843307,-91.2213135
2012,4023,Buffalo,New York,USA,4023: Wolverines,42.8854408,-78.8784637
2012,4024,Winter Park,Florida,USA,4024: The Jokers,28.5945702,-81.350708
2012,4026,Decatur,Georgia,USA,4026: Global Dynamics,33.7742615,-84.2965927
2012,4027,State College,Pennsylvania,USA,4027: 4-H Fatal Error,40.7937317,-77.8607025
2012,4028,Cincinnati,Ohio,USA,4028: The Beak Squad,39.1071281,-84.5041275
2012,4030,Seattle,Washington,USA,4030: NullPointerException,47.603569,-122.3294525
2012,4031,Brookville,Pennsylvania,USA,4031: 4-H Force Team,41.1604996,-79.0801773
2012,4034,Pelham,New Hampshire,USA,4034: Pelham pthons Team 4034,42.7346382,-71.3246765
2012,4035,Orange,New Jersey,USA,4035: Torbotix,40.7732391,-74.2324219
2012,4039,Hamilton,Ontario,Canada,4039: MakeShift Robotics,43.2354012,-79.8880005
2012,4041,Gardiner,Maine,USA,4041: Iron Tigers,44.2291794,-69.7747498
2012,4042,South China,Maine,USA,4042: Murphy's Lawyers,44.3972511,-69.5694427
2012,4043,McMinnville,Oregon,USA,4043: NerdHerd,45.2089386,-123.1991272
2012,4047,Okland,California,USA,4047: Cyber Dogz,37.8050804,-122.2730713
2012,4048,Westborough,Massachusetts,USA,4048: Redshift,42.2687988,-71.6138611
2012,4049,Saxonburg,Pennsylvania,USA,4049: Knoch Knights Robotics,40.7540703,-79.8168869
2012,4050,Chambersburg,Pennsylvania,USA,4050: Biohazard,39.9374313,-77.6607513
2012,4051,Milwaukie,Oregon,USA,4051: Sabin-Sharks,45.4451599,-122.64151
2012,4053,Gonzales,Louisiana,USA,4053: Team Ascension,30.2386894,-90.9207382
2012,4054,La Crosse,Wisconsin,USA,4054: Robo Raiders,43.8126183,-91.2519226
2012,4055,Winchester,Connecticut,USA,4055: NRG4055,41.9210892,-73.0692825
2012,4056,Colton,California,USA,4056: Binary Bot Squad,34.0717316,-117.3233109
2012,4057,Klamath Falls,Oregon,USA,4057: STEAMPUNK,42.2238808,-121.7820587
2012,4060,Chehalis,Washington,USA,4060: S.W.A.G.,46.6621017,-122.9646225
2012,4061,Pullman,Washington,USA,4061: SciBorgs,46.7301483,-117.1814728
2012,4063,Del Rio,Texas,USA,4063: TriKzR4Kidz,29.3662395,-100.8981781
2012,4064,Ocala,Florida,USA,4064: InZombiacs,29.1875191,-82.1403885
2012,4065,Minneola,Florida,USA,4065: Nerds of Prey,28.5756302,-81.7480698
2012,4067,Clarksville,Maryland,USA,4067: The Incredible Hawk,39.2044296,-76.9431381
2012,4068,Monument,Colorado,USA,4068: Palmer Ridge BEARbotics,39.0915298,-104.8715668
2012,4069,Sudbury,Ontario,Canada,4069: Lo-Ellen Robotics,46.4895897,-80.9901123
2012,4073,Myrtle Beach,South Carolina,USA,4073: Robo Kats,33.6935616,-78.8826599
2012,4074,Murrells Inlet,South Carolina,USA,4074: Shark Bytes,33.5481606,-79.0445023
2012,4075,Conway,South Carolina,USA,4075: Robo Tigers,33.8345985,-79.0506287
2012,4076,Justin,Texas,USA,4076: CODE 'N' Robotics,33.0886803,-97.3029938
2012,4077,Edmonds,Washington,USA,4077: M*A*S*H,47.811161,-122.3768921
2012,4078,La Puente,California,USA,4078: Warriors,34.0201187,-117.9504013
2012,4079,Cypress,California,USA,4079: Quantum Leap,33.8243408,-118.0374908
2012,4080,Atlanta,Georgia,USA,4080: Team Reboot,33.7483101,-84.3911133
2012,4082,Dayton,Washington,USA,4082: Ranching Robots,46.3218918,-117.975769
2012,4083,Dorchester,South Carolina,USA,4083: The Iron Wolverines,32.8491096,-79.9889221
2012,4085,Reynoldsburg,Ohio,USA,4085: Technical Difficulties,39.9552002,-82.8056335
2012,4087,New Orleans,Louisiana,USA,4087: Falcon Robotics,29.9536991,-90.0777512
2012,4089,Duvall,Washington,USA,4089: Stealth Robotics,47.7404785,-121.9861221
2012,4090,Fort Smith,Arkansas,USA,4090: Reb Teks,35.3846016,-94.4213028
2012,4091,Santo Domingo,Santo Domingo,Dominican Republic,4091: DRIFT,18.4834499,-69.9994278
2012,4093,Orleans County,New York,USA,4093: Joe's Average Slackers,42.9370842,-75.6107025
2012,4096,Champaign,Illinois,USA,4096: Ctrl-Z,40.1142006,-88.2434998
2012,4097,Northampton,Massachusetts,USA,4097: Devilbots,42.3178291,-72.6323929
2012,4098,Bristol,Tennessee,USA,4098: Viking Robotics Team,36.5919304,-82.2212677
2012,4099,Poolesville,Maryland,USA,4099: Falcons FIRST,39.1458511,-77.416008
2012,4103,Avon,Indiana,USA,4103: Roborioles,39.7628517,-86.3946762
2012,4104,Cheney,Washington,USA,4104: Blackhawks,47.4890099,-117.5747681
2012,4107,Gulfport,Mississippi,USA,4107: Storm,30.3803196,-89.0923462
2012,4110,brookings,Oregon,USA,4110: DEEP SPACE NINERS,42.0546799,-124.2889328
2012,4111,Mesa,Arizona,USA,4111: Some Assembly Required,33.4170418,-111.831459
2012,4112,Cumming,Georgia,USA,4112: EagleBots,34.2035713,-84.1399384
2012,4114,Hemet,California,USA,4114: Pallindrones,33.7493706,-116.9678879
2012,4115,Clarksville,Ohio,USA,4115: Team Breaking Lights,39.4011192,-83.9810715
2012,4118,Gainesville,Florida,USA,4118: Roaring Riptide,29.6519508,-82.3231812
2012,4119,Avon,Ohio,USA,4119: AERO (Avon Eagles Robotics Organization),41.4671707,-82.0206909
2012,4120,Spokane,Washington,USA,4120: Jagwires,47.6572609,-117.4122772
2012,4121,North Canton,Ohio,USA,4121: Vikings,40.8755493,-81.4020615
2012,4122,Ossining,New York,USA,4122: Ossining O-Bots,41.1633797,-73.8608398
2012,4123,Bellflower,California,USA,4123: Tribe Robotics,33.88274,-118.1222916
2012,4125,Umatilla,Oregon,USA,4125: Confidential,45.9176788,-119.3420334
2012,4127,Vernonia,Oregon,USA,4127: LoggerBots,45.8586807,-123.197197
2012,4130,Richmond,Michigan,USA,4130: The Blue Devils,42.8033485,-82.7507324
2012,4131,Renton,Washington,USA,4131: Iron Patriots,47.4755402,-122.2045517
2012,4132,Portland,Oregon,USA,4132: Scotbots,45.5117912,-122.6756287
2012,4135,Modesto,California,USA,4135: Iron Patriots,37.6386414,-121
2012,4137,Columbia,Maryland,USA,4137: Wilde Bunch,39.2091599,-76.8673096
2012,4139,San Diego,California,USA,4139: Easy as Pi,32.7156906,-117.1617203
2012,4141,Santa Ana,California,USA,4141: Monarch Robotics,33.7495804,-117.8742981
2012,4143,Metamora,Illinois,USA,4143: MARS/ WARS,40.7911491,-89.3605576
2012,4145,Columbus,Ohio,USA,4145: WorBots,39.9619904,-83.0027466
2012,4146,Scottsdale,Arizona,USA,4146: Sabercats,33.4939995,-111.9206924
2012,4150,Murrysville,Pennsylvania,USA,4150: FRobotics,40.4272614,-79.6969528
2012,4151,Weymouth,Massachusetts,USA,4151: SCRAP,42.2209015,-70.9397964
2012,4152,Huntsville,Ontario,Canada,4152: Hoya Robotics,45.3311005,-79.2052002
2012,4153,Los Alamos,New Mexico,USA,4153: Project Y,35.8806381,-106.30439
2012,4154,Jefferson City,Missouri,USA,4154: Perpetual Recursion,38.5996017,-92.1636963
2012,4155,Houston,Texas,USA,4155: SHARC,29.7604504,-95.3697815
2012,4156,Springfield,Illinois,USA,4156: Ninjaneers,39.8010483,-89.6436005
2012,4159,San Francisco,California,USA,4159: CardinalBotics,37.7771187,-122.4196396
2012,4160,San Diego,California,USA,4160: The RoBucs,32.7156906,-117.1617203
2012,4161,Yucaipa,California,USA,4161: T-Birds,34.0339508,-117.058403
2012,4166,Mora,Minnesota,USA,4166: Robostang,45.8755417,-93.2962494
2012,4169,Sudbury,Massachusetts,USA,4169: Warrior Robotics,42.3853798,-71.408638
2012,4171,Seaside,California,USA,4171: BayBots,36.6038818,-121.8526611
2012,4173,Mount Vernon,Washington,USA,4173: Bulldogs,48.4161797,-122.3389206
2012,4174,Hector,Minnesota,USA,4174: Mustangs,44.7400703,-94.7151871
2012,4175,Driggs,Idaho,USA,4175: Coded Summit,43.7237816,-111.1110611
2012,4176,North Easton,Massachusetts,USA,4176: Iron Tigers,42.0660286,-71.1015701
2012,4179,Cantonment,Florida,USA,4179: Tahisco Techs,30.60849,-87.3271179
2012,4180,Seattle,Washington,USA,4180: Iron Riders,47.603569,-122.3294525
2012,4181,Blackduck,Minnesota,USA,4181: Quack Attack,47.7297096,-94.5541611
2012,4182,Minneota,Minnesota,USA,4182: Minneota Vikings,44.5597115,-95.9889679
2012,4183,Tucson,Arizona,USA,4183: Bit Buckets,32.22155,-110.9697571
2012,4186,Alameda,California,USA,4186: Alameda Aztechs,37.7668304,-122.2453003
2012,4187,Mt. Vernon,Illinois,USA,4187: RoboRams,38.3172798,-88.9036407
2012,4188,Columbus,Georgia,USA,4188: Columbus Space Program,32.4629211,-84.9875717
2012,4189,Jefferson,Georgia,USA,4189: Chargers,34.118679,-83.5709381
2012,4191,Kocaeli,Kocaeli,Turkey,4191: IMC,40.7705994,30.0254993
2012,4192,Flower Mound,Texas,USA,4192: The Jaggernauts,33.0342216,-97.0595932
2012,4193,Austell,Georgia,USA,4193: Raptors,33.8049011,-84.6373978
2012,4195,Rome,Georgia,USA,4195: Genesis,34.2448883,-85.1667862
2012,4198,Waconia,Minnesota,USA,4198: RoboCats,44.8477211,-93.7891617
2012,4201,Hawthorne,California,USA,4201: Vitruvian Bots,33.91819,-118.3537369
2012,4203,Oneonta,New York,USA,4203: RoboKronos,42.4553108,-75.0602722
2012,4205,Sedro Woolley,Washington,USA,4205: ROBOCUBS,48.5087318,-122.2385712
2012,4206,Fort Worth,Texas,USA,4206: Robo Vikes,32.7509499,-97.3308563
2012,4207,Victoria,Minnesota,USA,4207: PyroBotics,44.8593407,-93.6629562
2012,4209,Baton Rouge,Louisiana,USA,4209: TigerBytes,30.4433403,-91.1869888
2012,4212,Galesburg,Illinois,USA,4212: Techno Ferrets,40.9469109,-90.3646622
2012,4213,Bloomington,Illinois,USA,4213: MetalCow Robotics,40.4850082,-88.9977112
2012,4215,Eagan,Minnesota,USA,4215: Tritons,44.8180809,-93.16716
2012,4216,Jackson,Michigan,USA,4216: Blue Ops Robotics,42.2447586,-84.4005203
2012,4217,Nashwauk,Minnesota,USA,4217: Scitobors,47.3827286,-93.1686707
2012,4218,Kapolei,Hawaii,USA,4218: Navigator Robotics,21.3342209,-158.0819244
2012,4219,San Antonio,Texas,USA,4219: R4 Robo Riders,29.4245796,-98.4946136
2012,4225,Saint Paul,Minnesota,USA,4225: RoboCats,44.943821,-93.0933228
2012,4226,Albany,Minnesota,USA,4226: Huskies,45.6300011,-94.5699997
2012,4229,Saint Paul,Minnesota,USA,4229: Magnetech,44.943821,-93.0933228
2012,4230,Duluth,Minnesota,USA,4230: TopperBots,46.7879601,-92.0998535
2012,4232,Alton,Illinois,USA,4232: AHS Redbird Robotics,38.8908615,-90.1838303
2012,4235,Danielsville,Georgia,USA,4235: RoboRaiders,34.1252594,-83.2208023
2012,4237,Stevensville,Michigan,USA,4237: Team Lance-A-Bot,42.0130615,-86.5197525
2012,4238,Belgrade,Minnesota,USA,4238: BBE Resistance Robotics,45.4527588,-95.006012
2012,4239,Willmar,Minnesota,USA,4239: WARPSPEED,45.1218987,-95.0432968
2012,4240,Albany,Georgia,USA,4240: TroTeks,31.580759,-84.1560135
2012,4241,Joliet,Illinois,USA,4241: Joliet Cyborgs,41.524929,-88.0845871
2012,4242,Washington,District of Columbia,USA,4242: Fresh T.E.C.H.,38.8903694,-77.0319595
2012,4243,North Charleston,South Carolina,USA,4243: STAR Warriors,32.8767204,-80.0092773
2012,4244,Le Sueur,Minnesota,USA,4244: The Steel Battalion,44.4804993,-93.9097977
2012,4246,Troy,Illinois,USA,4246: Resurrected Robotics,38.7289696,-89.8820267
2012,4247,Milwaukee,Wisconsin,USA,4247: CougarBots,43.0418091,-87.9068375
2012,4248,Whitby,Ontario,Canada,4248: Bits & Pieces,43.9063988,-78.9136963
2012,4252,Markham,Ontario,Canada,4252: Cardinal Robotics,43.9023018,-79.245697
2012,4253,Taipei,Taipei,Taiwan,4253: TAS Robotics,25.0373898,121.5635376
2012,4255,Monterey,California,USA,4255: RoboDores,36.5975914,-121.8967667
2012,4256,Town and Country,Missouri,USA,4256: Cyborg Cats,38.6318703,-90.4511871
2012,4260,Blue Earth Area,Minnesota,USA,4260: BEAR Bucs,46.3493614,-94.1983719
2012,4262,Corregidora,QuerTtaro,Mexico,4262: RoboHawk,20.5398197,-100.4317703
2012,4263,New York,New York,USA,4263: CyberDragon,40.7820015,-73.8317032
2012,4264,Rogersville,Tennessee,USA,4264: The Fellowship of the Springs,36.4067917,-83.0072784
2012,4265,Oak Ridge,Tennessee,USA,4265: Secret City Wildbots,36.0145302,-84.2565384
2012,4267,Myrtle Beach,South Carolina,USA,4267: Brave Bots,33.6935616,-78.8826599
2012,4268,Sandy,Utah,USA,4268: Beehive Robotics,40.5701294,-111.8954697
2012,4269,Columbus,Ohio,USA,4269: CardinalBots,39.9619904,-83.0027466
2012,4272,Lafayette,Indiana,USA,4272: Maverick Boiler Robotics,40.4173698,-86.8765488
2012,4276,Huntington Beach,California,USA,4276: Surf City Vikings,33.6788902,-118.0015717
2012,4277,New Hope,Minnesota,USA,4277: Thingamajiggers,45.0363693,-93.3850174
2012,4281,Somerset,New Jersey,USA,4281: BULL DOGS,40.4983292,-74.5229721
2012,4283,Granville,Ohio,USA,4283: Granville Robo Aces,40.0678101,-82.5175934
2012,4284,Cincinnati,Ohio,USA,4284: ScotBot4284,39.1071281,-84.5041275
2012,4285,Honesdale,Pennsylvania,USA,4285: Camo-Bots,41.572979,-75.2560272
2012,4286,Mechanicsville,Virginia,USA,4286: Imperial Robotics,37.6127014,-77.3784637
2012,4290,Charlotte,North Carolina,USA,4290: Bots of War,35.2228584,-80.8379593
2012,4291,Henderson,North Carolina,USA,4291: KerrBots (pronounced CarBots),36.3299294,-78.3986816
2012,4292,Lockport,Illinois,USA,4292: PorterBots,41.5887985,-88.0552597
2012,4293,Highlands Ranch,Colorado,USA,4293: Komodo,39.5437393,-104.9463425
2012,4295,Hudson,Texas,USA,4295: Hudson Robotics,31.3249302,-94.7956696
2012,4296,Gurnee,Illinois,USA,4296: Trident Robotics,42.3649483,-87.9144135
2012,4298,Amarillo,Texas,USA,4298: C-RockBotics,35.2072487,-101.8338928
2012,4299,Brooklyn,New York,USA,4299: BCS Robo Sharks,40.6924515,-73.9903564
2012,4300,McKinney,Texas,USA,4300: The Lion Kings,33.1989517,-96.6149979
2012,4301,Odessa,Texas,USA,4301: SM Energy New Tech Narcissists,31.8492603,-102.3749313
2012,4306,Franklin,Tennessee,USA,4306: RoboKomodos,35.9242516,-86.8709335
2012,4308,Mississauga,Ontario,Canada,4308: ABSOLUTE,43.6837006,-79.6052017
2012,4309,Snohomish,Washington,USA,4309: 4-H Botsmiths,47.9123993,-122.0930634
2012,4310,American Fork,Utah,USA,4310: NUKES,40.3778305,-111.7974777
2012,4311,Swampscott,Massachusetts,USA,4311: Swampscott Currents,42.4693604,-70.9192963
2012,4314,Springfield,Illinois,USA,4314: SUL Abe-Ro-Bots,39.8010483,-89.6436005
2012,4316,Raceland,Louisiana,USA,4316: Trobotics,29.7302399,-90.6072769
2012,4319,Beer Sheva,HaDarom (Southern),Israel,4319: Ladies FIRST,31.2464561,34.7961807
2012,4320,Petach Tikvah,HaMerkaz (Central),Israel,4320: The Joker,32.0893745,34.888134
2012,4322,Orange,California,USA,4322: Clockwork Oranges,33.7878609,-117.8504028
2012,4325,Cassopolis,Michigan,USA,4325: RoboRangers,41.9124794,-86.0125122
2012,4327,Battle Creek,Michigan,USA,4327: Q Branch,42.3161697,-85.1802216
2012,4328,Richmond,Texas,USA,4328: Furious Falcons,29.5826702,-95.7621994
2012,4329,St. Charles,Missouri,USA,4329: Lutheran Roboteers,38.7829514,-90.4818268
2012,4330,St. Louis,Missouri,USA,4330: Rambunction,38.6277504,-90.1995621
2012,4331,St. Louis,Missouri,USA,4331: RoboSwag,38.6277504,-90.1995621
2012,4332,Edinburg,Texas,USA,4332: EHS RoboCats,26.3011608,-98.1606979
2012,4334,Calgary,Alberta,Canada,4334: Alberta Tech Alliance (ATA),51.0452194,-114.0630188
2012,4335,Waco,Texas,USA,4335: Metallic Clouds,31.5718193,-97.149498
2012,4336,Lafayette,Louisiana,USA,4336: Ramageddon,30.2203197,-92.0170517
2012,4337,Holton,Michigan,USA,4337: R 13,43.4133415,-86.0789337
2012,4338,Even-Yehuda,HaMerkaz (Central),Israel,4338: Falcons,32.2695999,34.8875999
2012,4342,Kennett Square,Pennsylvania,USA,4342: Demon Robotics,39.8478203,-75.7108765
2012,4343,Aurora,Ontario,Canada,4343: MaxTech,44.0059013,-79.4478989
2012,4348,Tooele,Utah,USA,4348: Bonneville Bots,40.5329704,-112.2985306
2012,4352,Jacksonville,Florida,USA,4352: Generals,30.3314705,-81.6562195
2012,4353,Lafayette,Louisiana,USA,4353: Krewe de Reauxbotics,30.2203197,-92.0170517
2012,4355,Gomez Palacio,Durango,Mexico,4355: CP-BOTS,25.5785599,-103.4874496
2012,4356,Chaffee,Missouri,USA,4356: CIA Robotics ONE,37.1818619,-89.6606903
2012,4360,Moorhead,Minnesota,USA,4360: Spudnik,46.8750496,-96.7716599
2012,4361,Roxbury Township,New Jersey,USA,4361: Roxbotix,40.8902588,-74.6705475
2012,4362,Brighton,Michigan,USA,4362: Gems,42.5399399,-83.7480392
2012,4364,Stephenville,Texas,USA,4364: Metal Jackets,32.2203217,-98.2019501
2012,4368,Vicksburg,Michigan,USA,4368: BullBots,42.1199493,-85.5304184
2012,4371,Cuautil§n Izcalli,Mexico,Mexico,4371: ART 4371,19.3543167,-99.6451492
2012,4373,Jenkintown,Pennsylvania,USA,4373: RooBotics,40.0943413,-75.1261292
2012,4375,Ishpeming,Michigan,USA,4375: Westend Gearbusters,46.4886284,-87.6693497
2012,4376,Charlevoix,Michigan,USA,4376: Raydernators,45.3165283,-85.2607193
2012,4377,Boyne City,Michigan,USA,4377: Boyne City Blaze,45.2184181,-85.0148392
2012,4378,El Paso,Texas,USA,4378: Dark Knights,31.7591591,-106.4874878
2012,4380,Detroit,Michigan,USA,4380: Dynomite,42.3316803,-83.0479965
2012,4381,Richland,Michigan,USA,4381: Twisted Devils,42.3681717,-85.4550705
2012,4383,Brooklyn,New York,USA,4383: FLYBOTS,40.6924515,-73.9903564
2012,4384,Troy,Michigan,USA,4384: Benzene Bots,42.5623703,-83.1544876
2012,4386,Brush,Colorado,USA,4386: Mecha-maniacs,40.2553596,-103.6210403
2012,4388,Fort Collins,Colorado,USA,4388: Ridgebotics,40.5814705,-105.0762634
2012,4390,Dearborn,Michigan,USA,4390: ATA  Coregears,42.3220901,-83.176239
2012,4391,Gladstone,Michigan,USA,4391: BraveBots,45.8526993,-87.0235977
2012,4392,Brimley,Michigan,USA,4392: The Deceivers,46.4046211,-84.5722809
2012,4395,Dundee,Michigan,USA,4395: Dundee Vi-Borgs,41.9482002,-83.6839294
2012,4397,Bagley,Minnesota,USA,4397: TEAM Clutch Robotics,47.5244102,-95.3985291
2012,4398,Traverse City,Michigan,USA,4398: Imprimis Deo,44.7787018,-85.6520996
2012,4400,TORREON,Coahuila,Mexico,4400: CERBOTICS,25.5249996,-103.3170013
2012,4401,Laguna del Rey Coahuila,Coahuila,Mexico,4401: CETMOV,27.2973919,-102.0435791
2012,4403,Torreon,Coahuila,Mexico,4403: ROULT,25.5249996,-103.3170013
2012,4404,Chesterfield,Missouri,USA,4404: Nuts & Colts,38.653801,-90.5542831
2012,4405,Canton,Michigan,USA,4405: The Atoms Family,42.2995987,-83.4868011
2012,4406,Tel Aviv,Tel-Aviv,Israel,4406: Robotic Legends,32.0852585,34.7901306
2012,4408,Battle Creek,Michigan,USA,4408: The Robo Panthers,42.3161697,-85.1802216
2012,4409,Niles,Michigan,USA,4409: Ground Zero,41.8284416,-86.2484207
2012,4412,San Antonio,Texas,USA,4412: Steel Stallions,29.4245796,-98.4946136
2012,4415,Cerritos,California,USA,4415: EPIC Robotz,33.8685417,-118.0636978
2012,4416,Ramat Hasharon,Tel-Aviv,Israel,4416: Team Rocket,32.1365204,34.8346291
2012,4418,Highlands Ranch,Colorado,USA,4418: Team IMPULSE,39.5437393,-104.9463425
2013,4450,Olympia,Washington,USA,4450: Olympia Robotics Federation,47.0392303,-122.8913574
2013,4451,Laurens,South Carolina,USA,4451: ROBOTZ Garage,34.4993591,-82.0148087
2013,4453,Marshall,Michigan,USA,4453: The Red Hot Chili Bots,42.2749214,-84.9642487
2013,4454,Philadelphia,Pennsylvania,USA,4454: Artisan Rockets,39.9522781,-75.1624527
2013,4455,Warrensburg,Missouri,USA,4455: The Burger Bots,38.7712212,-93.7411499
2013,4456,Washington,District of Columbia,USA,4456: Mech Cadets,38.8903694,-77.0319595
2013,4458,Center Moriches,New York,USA,4458: Infernobotix,40.8000107,-72.7889633
2013,4459,Lithia Springs,Georgia,USA,4459: LeoTechs,33.7936897,-84.6606598
2013,4461,Des Moines,Washington,USA,4461: Ramen,47.4078102,-122.3198929
2013,4462,Kingston,Tennessee,USA,4462: Full Metal Jackets,35.8722115,-84.5161667
2013,4464,Greenbelt,Maryland,USA,4464: Team Illusion,39.0006714,-76.8803101
2013,4466,Culpeper,Virginia,USA,4466: Robo Hamsters,38.4733315,-77.9961395
2013,4467,Canonsburg,Pennsylvania,USA,4467: Titanium Titans,40.25914,-80.1848373
2013,4468,Atlanta,Georgia,USA,4468: Fernbank LINKS,33.7483101,-84.3911133
2013,4469,Auburn,Washington,USA,4469: R.A.I.D. (Raider Artificial Intelligence DIvision),47.3073997,-122.2304077
2013,4470,Placentia,California,USA,4470: TiGears,33.8711205,-117.8613968
2013,4471,Hollywood,Florida,USA,4471: SPARTRONS,26.0104103,-80.16008
2013,4472,Manassas,Virginia,USA,4472: SuperNOVA,38.7512207,-77.4711075
2013,4473,Farmingdale,Maine,USA,4473: Delta Prime,44.2435417,-69.7708282
2013,4474,Kingston,Massachusetts,USA,4474: Silver Circuit,41.9936981,-70.7319412
2013,4475,Newark,New Jersey,USA,4475: Terrier Byte Bots,40.7319717,-74.1742096
2013,4476,Kingston,Ontario,Canada,4476: W.A.F.F.L.E.S.,44.2315292,-76.479332
2013,4480,Upsala,Minnesota,USA,4480: UC-Botics,45.8067398,-94.5714569
2013,4481,Eindhoven,Noord-Brabant,Netherlands,4481: Team Rembrandts,51.4483986,5.4896302
2013,4482,Kalamazoo,Michigan,USA,4482: Intelligent Design [ID Robotics],42.2915688,-85.5885086
2013,4485,Danville,Indiana,USA,4485: Tribe Tech Robotics,39.7607803,-86.5268021
2013,4486,Vista,California,USA,4486: Blue Prints,33.2020302,-117.233963
2013,4488,Hillsboro,Oregon,USA,4488: Shockwave,45.5227013,-122.9905624
2013,4490,Searcy,Arkansas,USA,4490: TechRaiders,35.2508087,-91.7401581
2013,4491,Richmond,QuTbec,Canada,4491: Richmond Knights,45.6645012,-72.1439972
2013,4495,Thorp,Washington,USA,4495: Tigers,47.0513916,-120.6662064
2013,4496,Gilbert,Arizona,USA,4496: Sonoran Storm Robotics,33.3290405,-111.7897568
2013,4497,Swift Current,Saskatchewan,Canada,4497: SKy-Net,50.2755013,-107.7969971
2013,4499,Fort Collins,Colorado,USA,4499: The Highlanders,40.5814705,-105.0762634
2013,4500,Clayton,Missouri,USA,4500: RoboHounds,38.6508408,-90.3367462
2013,4501,Santa Monica,California,USA,4501: Humans,34.0115585,-118.4922867
2013,4504,Maryville,Tennessee,USA,4504: B. C. Robotics,35.7537918,-83.9733963
2013,4505,Owings Mills,Maryland,USA,4505: McDonogh Eagle Robotics,39.41605,-76.7753906
2013,4506,Maplewood,Minnesota,USA,4506: PioNerds,45.0064011,-93.0239105
2013,4507,Detroit,Michigan,USA,4507: TARminators,42.3316803,-83.0479965
2013,4508,Schuylerville,New York,USA,4508: Nuts and Bots,43.0995903,-73.581459
2013,4511,Plymouth,Minnesota,USA,4511: Power Amplified,45.0188103,-93.4757996
2013,4512,Everett,Washington,USA,4512: BEARbots,47.9765892,-122.2059326
2013,4513,Medical Lake,Washington,USA,4513: Circuit Breakers,47.5723686,-117.6826706
2013,4514,Huntingtown,Maryland,USA,4514: Calvert STEAM Works,38.6166916,-76.6133728
2013,4516,Roswell,Georgia,USA,4516: Hyperion,34.0216599,-84.3602982
2013,4517,Miami,Florida,USA,4517: Owl Robotics,25.7748108,-80.197731
2013,4519,Oakville,Ontario,Canada,4519: King's Mechavaliers,43.4813995,-79.626503
2013,4521,Harrison,Ohio,USA,4521: Harrison Robotics,39.2620201,-84.8164291
2013,4522,Sedalia,Missouri,USA,4522: Team SCREAM,38.7107697,-93.2280579
